538942472
134735618
en-ja	distilbert	1777	NOT
en-ja	distilbert	4028	NOT
en-ja	distilbert	3872	NOT
en-ja	distilbert	4013	NOT
en-ja	distilbert	5201	NOT
en-ja	distilbert	9222	NOT
en-ja	distilbert	5732	NOT
en-ja	distilbert	2557	NOT
en-ja	distilbert	4367	NOT
en-ja	distilbert	5522	NOT
en-ja	distilbert	8647	NOT
en-ja	distilbert	6063	NOT
en-ja	distilbert	4200	NOT
en-ja	distilbert	8612	NOT
en-ja	distilbert	3468	NOT
en-ja	distilbert	4876	NOT
en-ja	distilbert	7198	NOT
en-ja	distilbert	9746	NOT
en-ja	distilbert	9873	NOT
en-ja	distilbert	314	NOT
en-ja	distilbert	4519	NOT
en-ja	distilbert	761	NOT
en-ja	distilbert	5799	NOT
en-ja	distilbert	9250	NOT
en-ja	distilbert	841	NOT
en-ja	distilbert	8028	NOT
en-ja	distilbert	775	NOT
en-ja	distilbert	2701	NOT
en-ja	distilbert	2735	NOT
en-ja	distilbert	5233	NOT
en-ja	distilbert	4850	NOT
en-ja	distilbert	5527	NOT
en-ja	distilbert	4888	NOT
en-ja	distilbert	2670	NOT
en-ja	distilbert	6504	NOT
en-ja	distilbert	4555	NOT
en-ja	distilbert	877	NOT
en-ja	distilbert	1964	NOT
en-ja	distilbert	4332	NOT
en-ja	distilbert	3653	NOT
en-ja	distilbert	5817	NOT
en-ja	distilbert	2672	NOT
en-ja	distilbert	1374	NOT
en-ja	distilbert	7504	NOT
en-ja	distilbert	5380	NOT
en-ja	distilbert	8780	NOT
en-ja	distilbert	4058	NOT
en-ja	distilbert	2123	ERR
en-ja	distilbert	4782	NOT
en-ja	distilbert	9949	NOT
en-ja	distilbert	1288	NOT
en-ja	distilbert	6156	NOT
en-ja	distilbert	1610	NOT
en-ja	distilbert	5785	NOT
en-ja	distilbert	2408	NOT
en-ja	distilbert	7541	NOT
en-ja	distilbert	7816	NOT
en-ja	distilbert	2098	NOT
en-ja	distilbert	5570	NOT
en-ja	distilbert	1419	NOT
en-ja	distilbert	5321	NOT
en-ja	distilbert	8404	NOT
en-ja	distilbert	3715	NOT
en-ja	distilbert	3505	NOT
en-ja	distilbert	7485	NOT
en-ja	distilbert	6023	NOT
en-ja	distilbert	2590	NOT
en-ja	distilbert	627	NOT
en-ja	distilbert	7465	NOT
en-ja	distilbert	1597	NOT
en-ja	distilbert	8865	ERR
en-ja	distilbert	7583	NOT
en-ja	distilbert	6661	NOT
en-ja	distilbert	8002	ERR
en-ja	distilbert	755	NOT
en-ja	distilbert	2512	NOT
en-ja	distilbert	6377	NOT
en-ja	distilbert	9530	NOT
en-ja	distilbert	4481	NOT
en-ja	distilbert	942	NOT
en-ja	distilbert	4320	NOT
en-ja	distilbert	973	NOT
en-ja	distilbert	3445	NOT
en-ja	distilbert	4100	NOT
en-ja	distilbert	9426	NOT
en-ja	distilbert	9355	NOT
en-ja	distilbert	5298	NOT
en-ja	distilbert	6325	NOT
en-ja	distilbert	6445	NOT
en-ja	distilbert	4599	NOT
en-ja	distilbert	5784	NOT
en-ja	distilbert	7971	NOT
en-ja	distilbert	1746	NOT
en-ja	distilbert	965	NOT
en-ja	distilbert	1467	NOT
en-ja	distilbert	5792	NOT
en-ja	distilbert	5068	NOT
en-ja	distilbert	5772	NOT
en-ja	distilbert	4155	NOT
en-ja	distilbert	6840	NOT
en-ja	distilbert	2354	NOT
en-ja	distilbert	9221	NOT
en-ja	distilbert	827	NOT
en-ja	distilbert	6596	NOT
en-ja	distilbert	294	NOT
en-ja	distilbert	7306	NOT
en-ja	distilbert	9786	NOT
en-ja	distilbert	8544	NOT
en-ja	distilbert	1662	NOT
en-ja	distilbert	2073	NOT
en-ja	distilbert	6724	NOT
en-ja	distilbert	5514	NOT
en-ja	distilbert	4568	NOT
en-ja	distilbert	6924	NOT
en-ja	distilbert	9579	NOT
en-ja	distilbert	9618	NOT
en-ja	distilbert	448	NOT
en-ja	distilbert	9527	NOT
en-ja	distilbert	7799	NOT
en-ja	distilbert	3919	NOT
en-ja	distilbert	7647	NOT
en-ja	distilbert	1666	NOT
en-ja	distilbert	5039	NOT
en-ja	distilbert	8849	NOT
en-ja	distilbert	1729	NOT
en-ja	distilbert	3518	NOT
en-ja	distilbert	6897	ERR
en-ja	distilbert	8133	NOT
en-ja	distilbert	5291	NOT
en-ja	distilbert	5872	NOT
en-ja	distilbert	8247	NOT
en-ja	distilbert	8419	NOT
en-ja	distilbert	3844	NOT
en-ja	distilbert	9042	NOT
en-ja	distilbert	9354	NOT
en-ja	distilbert	2338	NOT
en-ja	distilbert	2643	NOT
en-ja	distilbert	392	NOT
en-ja	distilbert	5253	NOT
en-ja	distilbert	4408	NOT
en-ja	distilbert	8332	NOT
en-ja	distilbert	8304	NOT
en-ja	distilbert	8018	NOT
en-ja	distilbert	6066	NOT
en-ja	distilbert	8236	NOT
en-ja	distilbert	1210	NOT
en-ja	distilbert	9764	NOT
en-ja	distilbert	6460	NOT
en-ja	distilbert	9581	NOT
en-ja	distilbert	514	NOT
en-ja	distilbert	7500	NOT
en-ja	distilbert	2562	NOT
en-ja	distilbert	4235	NOT
en-ja	distilbert	7652	NOT
en-ja	distilbert	2155	NOT
en-ja	distilbert	1937	NOT
en-ja	distilbert	4606	NOT
en-ja	distilbert	316	NOT
en-ja	distilbert	5619	NOT
en-ja	distilbert	4119	NOT
en-ja	distilbert	3375	NOT
en-ja	distilbert	6717	NOT
en-ja	distilbert	5699	NOT
en-ja	distilbert	2180	NOT
en-ja	distilbert	8484	NOT
en-ja	distilbert	6515	NOT
en-ja	distilbert	8720	NOT
en-ja	distilbert	60	NOT
en-ja	distilbert	6667	NOT
en-ja	distilbert	7347	NOT
en-ja	distilbert	9377	NOT
en-ja	distilbert	3878	NOT
en-ja	distilbert	5988	NOT
en-ja	distilbert	7461	NOT
en-ja	distilbert	9108	NOT
en-ja	distilbert	359	NOT
en-ja	distilbert	1267	NOT
en-ja	distilbert	808	NOT
en-ja	distilbert	5364	NOT
en-ja	distilbert	3013	NOT
en-ja	distilbert	7677	NOT
en-ja	distilbert	2221	NOT
en-ja	distilbert	7441	NOT
en-ja	distilbert	2713	NOT
en-ja	distilbert	9708	NOT
en-ja	distilbert	1768	NOT
en-ja	distilbert	4136	NOT
en-ja	distilbert	6529	NOT
en-ja	distilbert	2595	NOT
en-ja	distilbert	8046	NOT
en-ja	distilbert	1620	NOT
en-ja	distilbert	7824	NOT
en-ja	distilbert	1975	NOT
en-ja	distilbert	6956	NOT
en-ja	distilbert	8773	NOT
en-ja	distilbert	1184	NOT
en-ja	distilbert	1223	NOT
en-ja	distilbert	7318	NOT
en-ja	distilbert	1674	NOT
en-ja	distilbert	8454	NOT
en-ja	distilbert	2423	NOT
en-ja	distilbert	3780	NOT
en-ja	distilbert	6335	NOT
en-ja	distilbert	6483	NOT
en-ja	distilbert	3851	NOT
en-ja	distilbert	5420	NOT
en-ja	distilbert	7849	NOT
en-ja	distilbert	4421	NOT
en-ja	distilbert	9867	NOT
en-ja	distilbert	1450	NOT
en-ja	distilbert	4442	NOT
en-ja	distilbert	658	NOT
en-ja	distilbert	7498	NOT
en-ja	distilbert	7807	NOT
en-ja	distilbert	310	NOT
en-ja	distilbert	4444	NOT
en-ja	distilbert	8839	NOT
en-ja	distilbert	9166	NOT
en-ja	distilbert	528	NOT
en-ja	distilbert	550	NOT
en-ja	distilbert	9325	NOT
en-ja	distilbert	912	NOT
en-ja	distilbert	5273	NOT
en-ja	distilbert	3142	NOT
en-ja	distilbert	1265	NOT
en-ja	distilbert	5277	NOT
en-ja	distilbert	7159	NOT
en-ja	distilbert	7077	NOT
en-ja	distilbert	8949	NOT
en-ja	distilbert	5078	NOT
en-ja	distilbert	9228	NOT
en-ja	distilbert	9685	NOT
en-ja	distilbert	7957	NOT
en-ja	distilbert	1162	NOT
en-ja	distilbert	7633	NOT
en-ja	distilbert	280	NOT
en-ja	distilbert	3210	NOT
en-ja	distilbert	211	NOT
en-ja	distilbert	1651	NOT
en-ja	distilbert	5871	NOT
en-ja	distilbert	7559	NOT
en-ja	distilbert	7401	NOT
en-ja	distilbert	1738	NOT
en-ja	distilbert	8380	NOT
en-ja	distilbert	9117	NOT
en-ja	distilbert	222	NOT
en-ja	distilbert	1315	NOT
en-ja	distilbert	769	NOT
en-ja	distilbert	2470	NOT
en-ja	distilbert	9015	NOT
en-ja	distilbert	8756	NOT
en-ja	distilbert	3368	NOT
en-ja	distilbert	1357	NOT
en-ja	distilbert	7619	NOT
en-ja	distilbert	58	ERR
en-ja	distilbert	6942	NOT
en-ja	distilbert	1544	NOT
en-ja	distilbert	4835	NOT
en-ja	distilbert	7560	NOT
en-ja	distilbert	5875	NOT
en-ja	distilbert	3139	NOT
en-ja	distilbert	9145	NOT
en-ja	distilbert	2757	NOT
en-ja	distilbert	2173	NOT
en-ja	distilbert	8859	NOT
en-ja	distilbert	7543	ERR
en-ja	distilbert	9657	NOT
en-ja	distilbert	2516	NOT
en-ja	distilbert	7595	NOT
en-ja	distilbert	9722	NOT
en-ja	distilbert	3644	NOT
en-ja	distilbert	4009	NOT
en-ja	distilbert	2252	NOT
en-ja	distilbert	3479	NOT
en-ja	distilbert	6776	NOT
en-ja	distilbert	89	NOT
en-ja	distilbert	6581	NOT
en-ja	distilbert	4307	NOT
en-ja	distilbert	9191	NOT
en-ja	distilbert	4311	NOT
en-ja	distilbert	6332	NOT
en-ja	distilbert	5811	NOT
en-ja	distilbert	9928	NOT
en-ja	distilbert	105	NOT
en-ja	distilbert	5452	NOT
en-ja	distilbert	3864	NOT
en-ja	distilbert	3302	ERR
en-ja	distilbert	4583	NOT
en-ja	distilbert	3486	NOT
en-ja	distilbert	7269	NOT
en-ja	distilbert	977	NOT
en-ja	distilbert	683	NOT
en-ja	distilbert	7763	NOT
en-ja	distilbert	4623	NOT
en-ja	distilbert	941	NOT
en-ja	distilbert	3561	NOT
en-ja	distilbert	6562	NOT
en-ja	distilbert	8551	NOT
en-ja	distilbert	1774	NOT
en-ja	distilbert	828	NOT
en-ja	distilbert	8917	NOT
en-ja	distilbert	7343	NOT
en-ja	distilbert	6631	NOT
en-ja	distilbert	6547	ERR
en-ja	distilbert	7674	NOT
en-ja	distilbert	829	NOT
en-ja	distilbert	7216	NOT
en-ja	distilbert	3006	NOT
en-ja	distilbert	5974	NOT
en-ja	distilbert	4005	NOT
en-ja	distilbert	1661	NOT
en-ja	distilbert	8224	NOT
en-ja	distilbert	5773	NOT
en-ja	distilbert	9785	NOT
en-ja	distilbert	5650	NOT
en-ja	distilbert	8757	NOT
en-ja	distilbert	8943	NOT
en-ja	distilbert	8641	NOT
en-ja	distilbert	7738	NOT
en-ja	distilbert	2331	NOT
en-ja	distilbert	7080	NOT
en-ja	distilbert	1417	NOT
en-ja	distilbert	2257	NOT
en-ja	distilbert	5996	NOT
en-ja	distilbert	875	NOT
en-ja	distilbert	1905	NOT
en-ja	distilbert	1856	NOT
en-ja	distilbert	5919	NOT
en-ja	distilbert	1860	NOT
en-ja	distilbert	7282	NOT
en-ja	distilbert	7453	NOT
en-ja	distilbert	2060	NOT
en-ja	distilbert	964	NOT
en-ja	distilbert	1034	NOT
en-ja	distilbert	9810	NOT
en-ja	distilbert	8390	NOT
en-ja	distilbert	4789	NOT
en-ja	distilbert	9465	NOT
en-ja	distilbert	5519	NOT
en-ja	distilbert	7111	NOT
en-ja	distilbert	7940	NOT
en-ja	distilbert	235	NOT
en-ja	distilbert	2538	NOT
en-ja	distilbert	4390	NOT
en-ja	distilbert	2532	NOT
en-ja	distilbert	9111	NOT
en-ja	distilbert	114	NOT
en-ja	distilbert	2612	NOT
en-ja	distilbert	4488	NOT
en-ja	distilbert	5460	NOT
en-ja	distilbert	8370	ERR
en-ja	distilbert	7444	NOT
en-ja	distilbert	9809	NOT
en-ja	distilbert	6112	NOT
en-ja	distilbert	7937	NOT
en-ja	distilbert	6871	NOT
en-ja	distilbert	2920	NOT
en-ja	distilbert	3298	NOT
en-ja	distilbert	1536	NOT
en-ja	distilbert	4775	NOT
en-ja	distilbert	1256	NOT
en-ja	distilbert	1211	NOT
en-ja	distilbert	5073	NOT
en-ja	distilbert	355	NOT
en-ja	distilbert	2345	NOT
en-ja	distilbert	7103	NOT
en-ja	distilbert	8967	NOT
en-ja	distilbert	6743	NOT
en-ja	distilbert	6056	NOT
en-ja	distilbert	4270	NOT
