538942472
134735618
en-cs	distilbert	2758	NOT
en-cs	distilbert	9845	NOT
en-cs	distilbert	38	NOT
en-cs	distilbert	9117	ERR
en-cs	distilbert	7915	NOT
en-cs	distilbert	9017	ERR
en-cs	distilbert	5103	NOT
en-cs	distilbert	1296	ERR
en-cs	distilbert	6017	ERR
en-cs	distilbert	8573	NOT
en-cs	distilbert	4951	ERR
en-cs	distilbert	2823	ERR
en-cs	distilbert	2392	NOT
en-cs	distilbert	8485	NOT
en-cs	distilbert	6066	NOT
en-cs	distilbert	5102	NOT
en-cs	distilbert	838	NOT
en-cs	distilbert	3615	NOT
en-cs	distilbert	7077	NOT
en-cs	distilbert	2734	NOT
en-cs	distilbert	682	NOT
en-cs	distilbert	6786	NOT
en-cs	distilbert	8463	NOT
en-cs	distilbert	8276	NOT
en-cs	distilbert	5001	NOT
en-cs	distilbert	9483	NOT
en-cs	distilbert	6862	ERR
en-cs	distilbert	7873	NOT
en-cs	distilbert	4742	NOT
en-cs	distilbert	6455	NOT
en-cs	distilbert	3866	NOT
en-cs	distilbert	4264	NOT
en-cs	distilbert	5847	NOT
en-cs	distilbert	4105	NOT
en-cs	distilbert	6412	NOT
en-cs	distilbert	1953	ERR
en-cs	distilbert	7397	NOT
en-cs	distilbert	6777	ERR
en-cs	distilbert	6512	NOT
en-cs	distilbert	9210	NOT
en-cs	distilbert	5161	NOT
en-cs	distilbert	7898	NOT
en-cs	distilbert	4165	NOT
en-cs	distilbert	9043	NOT
en-cs	distilbert	8987	NOT
en-cs	distilbert	393	NOT
en-cs	distilbert	4143	NOT
en-cs	distilbert	1749	ERR
en-cs	distilbert	9226	NOT
en-cs	distilbert	6843	NOT
en-cs	distilbert	3419	NOT
en-cs	distilbert	9422	NOT
en-cs	distilbert	8682	NOT
en-cs	distilbert	5667	NOT
en-cs	distilbert	1458	NOT
en-cs	distilbert	1493	NOT
en-cs	distilbert	3734	NOT
en-cs	distilbert	8224	NOT
en-cs	distilbert	4612	NOT
en-cs	distilbert	2137	ERR
en-cs	distilbert	4609	NOT
en-cs	distilbert	4413	NOT
en-cs	distilbert	3727	ERR
en-cs	distilbert	9539	NOT
en-cs	distilbert	3387	NOT
en-cs	distilbert	1341	NOT
en-cs	distilbert	8772	NOT
en-cs	distilbert	5909	NOT
en-cs	distilbert	3108	NOT
en-cs	distilbert	3379	NOT
en-cs	distilbert	6664	NOT
en-cs	distilbert	8788	NOT
en-cs	distilbert	220	NOT
en-cs	distilbert	8364	NOT
en-cs	distilbert	6449	NOT
en-cs	distilbert	3246	NOT
en-cs	distilbert	1215	NOT
en-cs	distilbert	6037	NOT
en-cs	distilbert	3185	NOT
en-cs	distilbert	9007	NOT
en-cs	distilbert	5703	NOT
en-cs	distilbert	2437	NOT
en-cs	distilbert	3791	NOT
en-cs	distilbert	9542	NOT
en-cs	distilbert	2625	NOT
en-cs	distilbert	444	NOT
en-cs	distilbert	6962	NOT
en-cs	distilbert	2888	NOT
en-cs	distilbert	1107	NOT
en-cs	distilbert	4251	NOT
en-cs	distilbert	9669	NOT
en-cs	distilbert	7247	NOT
en-cs	distilbert	4829	NOT
en-cs	distilbert	1655	ERR
en-cs	distilbert	6020	NOT
en-cs	distilbert	9212	NOT
en-cs	distilbert	5697	NOT
en-cs	distilbert	7734	NOT
en-cs	distilbert	5759	NOT
en-cs	distilbert	3581	ERR
en-cs	distilbert	1228	NOT
en-cs	distilbert	8457	ERR
en-cs	distilbert	2285	NOT
en-cs	distilbert	5061	NOT
en-cs	distilbert	7240	NOT
en-cs	distilbert	3870	NOT
en-cs	distilbert	5155	NOT
en-cs	distilbert	2645	NOT
en-cs	distilbert	3311	ERR
en-cs	distilbert	8906	NOT
en-cs	distilbert	1594	NOT
en-cs	distilbert	5034	NOT
en-cs	distilbert	8976	NOT
en-cs	distilbert	810	NOT
en-cs	distilbert	1641	NOT
en-cs	distilbert	9398	NOT
en-cs	distilbert	6534	NOT
en-cs	distilbert	4092	NOT
en-cs	distilbert	1452	NOT
en-cs	distilbert	9421	NOT
en-cs	distilbert	157	NOT
en-cs	distilbert	1957	NOT
en-cs	distilbert	2329	NOT
en-cs	distilbert	5419	NOT
en-cs	distilbert	1772	NOT
en-cs	distilbert	1811	NOT
en-cs	distilbert	5239	NOT
en-cs	distilbert	7719	NOT
en-cs	distilbert	6432	NOT
en-cs	distilbert	5693	NOT
en-cs	distilbert	6013	NOT
en-cs	distilbert	6846	NOT
en-cs	distilbert	4880	NOT
en-cs	distilbert	8151	ERR
en-cs	distilbert	4186	NOT
en-cs	distilbert	3655	NOT
en-cs	distilbert	2521	NOT
en-cs	distilbert	3563	NOT
en-cs	distilbert	1164	NOT
en-cs	distilbert	465	NOT
en-cs	distilbert	4306	NOT
en-cs	distilbert	9446	NOT
en-cs	distilbert	2156	NOT
en-cs	distilbert	2003	NOT
en-cs	distilbert	3691	NOT
en-cs	distilbert	9941	ERR
en-cs	distilbert	642	NOT
en-cs	distilbert	3192	NOT
en-cs	distilbert	6910	NOT
en-cs	distilbert	433	NOT
en-cs	distilbert	4216	NOT
en-cs	distilbert	528	NOT
en-cs	distilbert	6535	NOT
en-cs	distilbert	6483	NOT
en-cs	distilbert	5083	NOT
en-cs	distilbert	8087	NOT
en-cs	distilbert	5957	NOT
en-cs	distilbert	7416	NOT
en-cs	distilbert	1112	NOT
en-cs	distilbert	5686	ERR
en-cs	distilbert	5300	NOT
en-cs	distilbert	3724	NOT
en-cs	distilbert	1951	ERR
en-cs	distilbert	8140	NOT
en-cs	distilbert	6579	NOT
en-cs	distilbert	3532	NOT
en-cs	distilbert	578	NOT
en-cs	distilbert	2592	NOT
en-cs	distilbert	7149	NOT
en-cs	distilbert	400	NOT
en-cs	distilbert	663	NOT
en-cs	distilbert	4295	NOT
en-cs	distilbert	1626	NOT
en-cs	distilbert	9051	NOT
en-cs	distilbert	9425	NOT
en-cs	distilbert	1423	NOT
en-cs	distilbert	9978	ERR
en-cs	distilbert	6415	NOT
en-cs	distilbert	5015	NOT
en-cs	distilbert	3720	NOT
en-cs	distilbert	1440	NOT
en-cs	distilbert	1222	NOT
en-cs	distilbert	3156	NOT
en-cs	distilbert	9151	NOT
en-cs	distilbert	9647	NOT
en-cs	distilbert	8198	NOT
en-cs	distilbert	3713	NOT
en-cs	distilbert	2333	NOT
en-cs	distilbert	9730	NOT
en-cs	distilbert	3505	NOT
en-cs	distilbert	5658	NOT
en-cs	distilbert	7275	NOT
en-cs	distilbert	8638	NOT
en-cs	distilbert	5881	NOT
en-cs	distilbert	5665	NOT
en-cs	distilbert	7447	NOT
en-cs	distilbert	7956	NOT
en-cs	distilbert	6250	NOT
en-cs	distilbert	5728	ERR
en-cs	distilbert	8146	NOT
en-cs	distilbert	898	ERR
en-cs	distilbert	5325	NOT
en-cs	distilbert	3586	NOT
en-cs	distilbert	2332	ERR
en-cs	distilbert	7581	NOT
en-cs	distilbert	6301	NOT
en-cs	distilbert	9092	NOT
en-cs	distilbert	6127	NOT
en-cs	distilbert	8394	NOT
en-cs	distilbert	8246	NOT
en-cs	distilbert	1916	NOT
en-cs	distilbert	1111	NOT
en-cs	distilbert	5489	NOT
en-cs	distilbert	235	NOT
en-cs	distilbert	2998	NOT
en-cs	distilbert	5267	NOT
en-cs	distilbert	4946	ERR
en-cs	distilbert	3562	NOT
en-cs	distilbert	1874	NOT
en-cs	distilbert	4681	NOT
en-cs	distilbert	4423	NOT
en-cs	distilbert	2104	NOT
en-cs	distilbert	3495	NOT
en-cs	distilbert	8580	NOT
en-cs	distilbert	7967	NOT
en-cs	distilbert	8354	NOT
en-cs	distilbert	7538	NOT
en-cs	distilbert	1996	NOT
en-cs	distilbert	5705	NOT
en-cs	distilbert	3385	NOT
en-cs	distilbert	5920	NOT
en-cs	distilbert	4489	NOT
en-cs	distilbert	394	NOT
en-cs	distilbert	1846	ERR
en-cs	distilbert	3980	NOT
en-cs	distilbert	7738	NOT
en-cs	distilbert	8501	NOT
en-cs	distilbert	9524	NOT
en-cs	distilbert	9076	NOT
en-cs	distilbert	2237	NOT
en-cs	distilbert	4995	NOT
en-cs	distilbert	9818	ERR
en-cs	distilbert	5154	NOT
en-cs	distilbert	9069	NOT
en-cs	distilbert	3920	ERR
en-cs	distilbert	8597	ERR
en-cs	distilbert	6040	NOT
en-cs	distilbert	6656	NOT
en-cs	distilbert	631	NOT
en-cs	distilbert	1706	NOT
en-cs	distilbert	7334	NOT
en-cs	distilbert	4319	NOT
en-cs	distilbert	2907	NOT
en-cs	distilbert	6622	NOT
en-cs	distilbert	4644	ERR
en-cs	distilbert	7023	NOT
en-cs	distilbert	31	NOT
en-cs	distilbert	6174	ERR
en-cs	distilbert	777	NOT
en-cs	distilbert	5149	NOT
en-cs	distilbert	2872	NOT
en-cs	distilbert	3823	NOT
en-cs	distilbert	1726	NOT
en-cs	distilbert	3089	ERR
en-cs	distilbert	9837	ERR
en-cs	distilbert	4752	NOT
en-cs	distilbert	8254	NOT
en-cs	distilbert	1570	NOT
en-cs	distilbert	9994	ERR
en-cs	distilbert	47	NOT
en-cs	distilbert	2102	NOT
en-cs	distilbert	312	NOT
en-cs	distilbert	3184	NOT
en-cs	distilbert	5104	NOT
en-cs	distilbert	9765	NOT
en-cs	distilbert	5770	NOT
en-cs	distilbert	5620	NOT
en-cs	distilbert	8040	NOT
en-cs	distilbert	1878	NOT
en-cs	distilbert	331	NOT
en-cs	distilbert	712	NOT
en-cs	distilbert	7778	NOT
en-cs	distilbert	7244	ERR
en-cs	distilbert	2515	ERR
en-cs	distilbert	4567	NOT
en-cs	distilbert	955	NOT
en-cs	distilbert	9780	NOT
en-cs	distilbert	3638	NOT
en-cs	distilbert	5142	NOT
en-cs	distilbert	4988	NOT
en-cs	distilbert	1122	NOT
en-cs	distilbert	8474	ERR
en-cs	distilbert	3368	NOT
en-cs	distilbert	6869	NOT
en-cs	distilbert	6063	NOT
en-cs	distilbert	7558	NOT
en-cs	distilbert	3213	NOT
en-cs	distilbert	2893	NOT
en-cs	distilbert	9087	NOT
en-cs	distilbert	1499	NOT
en-cs	distilbert	952	NOT
en-cs	distilbert	51	NOT
en-cs	distilbert	1748	NOT
en-cs	distilbert	5016	NOT
en-cs	distilbert	1080	NOT
en-cs	distilbert	4635	NOT
en-cs	distilbert	3726	NOT
en-cs	distilbert	8812	NOT
en-cs	distilbert	4442	NOT
en-cs	distilbert	4292	NOT
en-cs	distilbert	2235	NOT
en-cs	distilbert	61	ERR
en-cs	distilbert	9335	NOT
en-cs	distilbert	1298	NOT
en-cs	distilbert	4983	NOT
en-cs	distilbert	7297	NOT
en-cs	distilbert	6399	NOT
en-cs	distilbert	4016	ERR
en-cs	distilbert	1520	ERR
en-cs	distilbert	8664	ERR
en-cs	distilbert	1513	NOT
en-cs	distilbert	2456	NOT
en-cs	distilbert	4166	NOT
en-cs	distilbert	1971	NOT
en-cs	distilbert	3735	NOT
en-cs	distilbert	7052	NOT
en-cs	distilbert	2381	NOT
en-cs	distilbert	6965	NOT
en-cs	distilbert	2847	NOT
en-cs	distilbert	2944	NOT
en-cs	distilbert	763	NOT
en-cs	distilbert	7821	NOT
en-cs	distilbert	8956	NOT
en-cs	distilbert	1488	NOT
en-cs	distilbert	4710	NOT
en-cs	distilbert	1893	ERR
en-cs	distilbert	454	NOT
en-cs	distilbert	7890	NOT
en-cs	distilbert	6929	NOT
en-cs	distilbert	5378	NOT
en-cs	distilbert	9887	NOT
en-cs	distilbert	1618	NOT
en-cs	distilbert	3009	ERR
en-cs	distilbert	5327	NOT
en-cs	distilbert	5235	NOT
en-cs	distilbert	8470	NOT
en-cs	distilbert	8949	NOT
en-cs	distilbert	5410	NOT
en-cs	distilbert	2015	NOT
